id,word,words,letter,pos_en,pos_ms,morph,definition_en,definition_ms,example_semai,example_en,example_ms
g6e340172-eecc-470b-93f5-7cd8d77602f7,Kelog Santen,Kelog Santen,k,,kata nama,,Holy Spirit,Roh Kudus,Mai Kristian naipecaya mong Kelog Santen.,Christians believe in the existence of the Holy Spirit.,Orang Kristian mempercayai bahawa terdapat Roh Kudus.
g98271c62-a7c0-4bd2-b378-c494120d7552,kelop,kelop,k,,kata nama,,brain,otak; bahagian dalam kepala manusia atau binatang,Tupi keleda igenuna ha jaga kui ru kelop dea tok pek kicedera bile kibehantok.,The safety helmet is used to guard the head and brain against injury when one gets hit.,Topi keledar kegunaannya untuk menjaga kepala dan otak supaya tidak tercedera bila terhantuk.
g6a84f149-d83c-4dd3-a2b3-1d48412fccce,kelorog,kelorog,k,,kata nama,,clorox; a bleach,klorox; cecair peluntur,Abat de kutor bor higuna kelorog baru nyep ikenutor ajeh.,"When cloth is stained, clorox should be used to remove the stain.",Kain yang terdapat kotoran harus digunakan klorox untuk menghapuskan kotaran itu.
gabfb239a-4fcc-48a4-9be7-383b7444636a,keluarge,keluarge,k,,kata nama,,family,keluarga,Wak Pani pekseg kibekeluarge.,Wak Pani does not yet have a family. ,Wak Pani belum bekeluarga.
gc265ae8f-58c1-45fe-8e91-6115026c1926,kelubi,kelubi,k,,kata nama,,a stemless thorny marsh palm,kelubi; salak hutan; asam paya; sejenis tumbuhan palma,,,
g2ed0bded-8a36-4aa0-ad5b-26156ae22ed5,kem,kem / 1,k,,kata nama,,temporary residence for an army; a military camp,kem tentera; tempat tinggal askar,"""Sejak ju senanget jik jigei ku kem, medei apak eng kikerakjak ku pajeh,"" Bah Wan kipasal nu jik.","""Ever since we were little, we have lived in the military camp, because my father works there,"" Bah Wan told us.","""Sejak dari kecil kami tinggal di kem, kerana bapa saya bekerja di situ,"" Bah Wan memberitahu kepada kami."
g2ed0bded-8a36-4aa0-ad5b-26156ae22ed5,kem,kem / 1,k,,kata nama,,school camp; a holiday programme for children for various activities,perkemahan sekolah untuk pelbagai aktiviti,"""Ku sekulah kenon eng mong bibeh kem Usaha,"" Wak Melati kipasal nu ikekawat.","""At my son's school, a business camp was organized,"" Wak Melati told her friends.","""Di sekolah anak saya ada dianjurkan kem Usaha,"" Wak Melati memberitahu rakan-rakannya. "
g98f49256-407a-4e38-b2da-5fb3837d8c2b,kem,kem / 2,k,,kata hubung,,even though; although,walaupun,"""Kem hapasal haha-et nu kedei, yama lekat habearag? Aderasle, eng nghod sabon ngha-suj pingat caknak hik cinek,"" amek kiurok nu tenek eng.","""Even though you said you wanted to go to the store, why are you still procrastinating? Hurry up, I want soap to wash the dishes we used when eating earlier,"" my mother said to my brother.","""Walaupun kamu cakap kamu mahu pergi ke kedai, kenapa masih berlengah-lengah? Cepatlah, saya mahu sabun bagi membasuh pinggan yang kita gunakan ketika makan tadi,"" ibu berkata kepada abang saya."
g76682bd5-d0a3-48c5-b443-b7695354456f,kemas,kemas,k,,kata sifat,,tidy; neat,kemas,Wak Nani kilog baju de kemas medei kaha-et nu majles rasmi.,Wak Nani wore neat clothes because she wanted to go to the official ceremony.,Wak Nani memakai pakaian yang kemas kerana mahu pergi ke majlis rasmi.
g1e8ed11d-1007-4c08-b442-12e5f0f0209d,kemat,kemat,k,,kata nama,,gallbladder,pundi hempedu; organ badan kecil yang membantu penghadaman lemak dan memekatkan hempedu dihasilkan oleh hati,Amen kemat pog ajeh kiceeh irasa kedej.,"If the chicken's gallbladder breaks, it tastes bitter.",Kalau hempedu ayam itu pecah rasanya pahit.
g1e8ed11d-1007-4c08-b442-12e5f0f0209d,kemat,kemat,k,,kata nama,,clitoris,kelentit; organ seks betina,,,
gd80e666c-2afc-4767-984a-3ebf65bf4ff5,kembang,kembang,k,,kata kerja,,to expand; to enlarge; to develop,kembang,"""Tepong ajeh neh ya kikembang medei ngletak yis,"" Wak Yana kipasal nu Wak Juli.","""The flour has expanded because I added yeast,"" Wak Yana told Wak Juli.","""Tepong itu sudah mengembang kerana saya letakkan yis,"" Wak Yana memberitahu kepada Wak Juli."
g5b4e1827-f00b-40ec-b8bd-8be7596ad6f8,kembar,kembar,k,,kata nama,,twin,kembar,Wak Alin ru Bah arin ajeh kembar.,Wak Alin and Bah Arin are twins.,Wak Alin dan Bah Arin adalah kembar.
g0683f75e-dab7-4316-a89e-3404766cf9d7,kembong,kembong,k,,kata kerja,,to be bloated,mengembung,Ket ajok kikembong menei jeoi kicak hubi rebos.,Grandma's stomach was bloated because she had eaten too much boiled tapioca ,Perut nenek mengembung kerana terlalu banyak memakan ubi rebus.
g95ac6ad4-f380-48c8-aeb3-e5a88ec2fca6,kembot,kembot,k,,kata nama,,hook; a hook made from bamboo,pengait; pengait yang dibuat daripada buluh,,,
ga7f775d1-9f48-4971-b046-ba4e01c72a22,kemek,kemek,k,,kata sifat,,pretty; beautiful; cute; handsome,cantik; kacak; comel,Renes kekenon litau Bah Hassan ajeh kemek-kemek.,The faces of Bah Hassan's boys are just handsome.,Muka anak-anak lelaki Bah Hassan kacak-kacak belaka.
ga1a4f89f-2171-4ed8-bc8b-6fe790dcf8d7,kemel,kemel,k,,kata sifat,,true; correct; right,betul; benar,"""Kemel! Engrok hek ajeh bor,"" Bah Jali kiurok nu Bah Kamil.","""Right! What you said is good,"" Bah Jali said to Bah Kamil.","""Betul! Perkara yang kamu katakan itu baik,"" Bah Jali berkata kepada Bah Kamil."
ga0a121a9-c9c6-4ace-b5fc-6b2a876966e9,kemere,kemere,k,,kata nama,,camera; a tool for taking still photos,"kamera; sejenis alat untuk mengambil, merakam gambar atau foto pegun",Wak Pia kigemar kot gambar ru kemere.,Wak Pia likes to take photos with a camera.,Wak Pia suka mengambil gambar dengan kamera.
g5de8ce70-1061-4a94-a3dc-5862a61de9e0,kemet,kemet,k,,kata nama,,mosquito,nyamuk,Bah Nuar bikap ya kemet medei kigei ku luar deg.,Bah Nuar was bitten by a mosquito because he was sitting outside the house.,Bah Nuar digigit oleh nyamuk kerana duduk di luar rumah.
g226f32db-7287-4227-8b98-f86bda713a85,kemil,kemil,k,,kata nama,,top,atas; di atas,Ku kemil pelog deg ajeh mong kuceg.,There's a cat on top of the roof.,Di atas atap rumah itu ada kucing.
g2a1fe265-0a64-4d95-9299-fb5ec06aaa45,kemiyan,kemiyan,k,,kata nama,,incense,kemenyan,"""Ngoi kemiyan adeh kuat!"" ajok kiurok nu apak eng.","""The smell of this incense is strong!"" grandma said to my father.","""Bau kemenyan ini kuat!"" nenek berkata kepada bapa saya."
g0ce289c7-651f-4f86-a914-69f18ce407fb,kemog,kemog,k,,kata sifat,,bloated,kembung ,"""Ket sanget adeh kemog, patutleh kijap,"" amek kipasal nu Wak Pia, amek sanget ajeh.","""This child's stomach is bloated, no wonder he is crying,"" mother told Wak Pia, the mother of the child.","""Perutnya kanak-kanak ini kembung, patutlah dia menangis,"" ibu memberitahu kepada Wak Pia, ibu kepada kanak-kanak tersebut."
g00f820d5-9298-4176-9c01-a52ad259d273,kemoh,kemoh,k,,kata keterangan,,maybe; it is possible,mungkin; barangkali; kemungkinan,"""Tah kemoh sanget ajeh kidat cengwag, medei ju dui nek tok kicakcak,"" Bah Lan kibesimbang ru Bah Pam.","""It is possible that the child died of starvation, because he had not eaten since last night,"" Bah Lan chatted with Bah Pam.","""Mungkin berkemungkinan kanak-kanak tersebut meninggal dunia kerana kelaparan, sebab dari malam tadi dia tidak makan,"" Bah Lan bersembang dengan Bah Pam."
gcda00855-04f3-4eba-8365-904a5a22ce9a,kemoj,kemoj,k,,kata nama,,deceased person,mendiang,"""Kemoj atak eng kigemar begisek biola,"" Wak Mila kipasal nu jik.","""My late grandfather loved to play the violin,"" Wak Mila told us.","""Mendiang datuk saya suka menggesek biola,"" Wak Mila memberitahu kepada kami."
g6d9d279f-da77-417e-ac17-192ab67d5f56,kemong,kemong,k,,kata nama,,calf; lower leg,betis,Kemong Wak Nani bisej ya senej.,Wak Nani's lower leg was stung by a bee.,Betis Wak Nani disengat oleh lebah.
g64b27c95-2815-44c0-af54-bc64825d48b6,kemor,kemor,k,,kata nama,,caterpillar,ulat beluncas,Ku selak bunga ajeh mong deg kemor.,On the leaf of the flower there is a caterpillar cocoon.,Pada daun bunga tersebut terdapat kepompong ulat beluncas.
g46f40b9c-d197-4f3e-aad1-a65847221b10,kemuk,kemuk,k,,kata nama,,pot; cooking pan,periuk,Kemuk jeoi biguna mase menasak kenduri.,Cooking pans are widely used when cooking for feasts.,Periuk banyak digunakan semasa memasak kenduri.
gcaa0627a-4eb9-4b6c-8d30-0b4ee3bef3e3,kemumuk,kemumuk,k,,kata nama,,a type of small plant in the ginger family,pokok cemomok atau pepijat atau kesing; sejenis tumbuhan kecil,Selak kemumuk bor amen bicampor ku menasak kak asap sempak.,This cemomok leaf is delicious when mixed in a dish with fish and fermented durian.,Daun cemomok ini sedap jika dicampurkan pada masakan ikan tempoyak.
g0442aaf9-253e-41fc-a2bf-24728cc6ed74,kemus,kemus,k,,kata nama,,gnat; sandfly; a type of insect that sucks blood,agas; sejenis serangga penghisap darah,"Amen mong hibela binatag begei kambeg atao lembu ku kampug, kemus pen jeoi.","If animals such as goats or cows are raised in our village, there will also be lots of gnats.","Jika kita ada membela binatang seperti kambing ataupun lembu di kampung, agas pun banyak."
g74f376d6-a3f5-4e6a-bb49-fd2b8bb6c4a0,ken,ken,k,,kata sendi nama,,from,dari,"""Amen hineng ju kendeh, deg mai ajeh sindeng,"" Bah Meran kipasal nu Bah Jo.","""If we look from here, you can see that that person's house is tilted,"" Bah Meran told Bah Jo.","""Jika kita pandang dari sini, rumah orang itu senget,"" Bah Meran diberitahu pada Bah Jo."
g80f228e1-0bdd-4d12-8752-c977a1dc443b,Ken,Ken,k,,kata nama,,"name used for a woman who is married, followed by the name of her eldest child","panggilan yang digunakan untuk nama perempuan yang sudah berkahwin, dengan nama anaknya yang sulong",Kenon Ken Abek kikep kerjak ku restoren ajeh sebegei mai bemasak.,Abek's Mom's son got a job at the restaurant as a cook.,Anak Ibu Abek mendapat kerja di restoran itu sebagai tukang masak.
g20ed4bc1-5932-4e79-81bf-25576b022764,kena,kena,k,,,,correct; right,betul ,"""Hooh, kena habeh ajeh,"" amek kiurok nu tenek eng de kitulog amek jik permuj cengroi pulot nu kateh awat.","""Yes, you did it right,"" my mother said to my sister who helped our mother put glutinous rice into the bamboo tubes.","""Ya, betul yang kamu lakukan tersebut,"" ibu berkata kepada kakak saya yang membantu ibu kami memasukan beras pulut ke dalam buluh."
g20ed4bc1-5932-4e79-81bf-25576b022764,kena,kena,k,,,,fit,muat; padan,"""Pek kena baju de haog adeh, bulehka haog baju de entoi gek. Ilei adeh it,"" Wak Maria kisemanj baju ju wak Pila medei ibaju keac kena senaruk teu teh.","""The shirt you gave me does not fit, can you give me a slightly bigger shirt. This one is tight,"" Wak Maria asked for a shirt from Wak Pila because her shirt was wet from the tea that had been spilled.","""Tidak muat baju yang kamu berikan ini, bolehkah kamu berikan baju yang lebih besar sedikit. Yang ini ketat,"" Wak Maria meminta baju dari Wak Pila kerana bajunya basah terkena tumpahan air teh."
g20ed4bc1-5932-4e79-81bf-25576b022764,kena,kena,k,,,,to incur; to bring upon oneself,kena,Wak Maria kisemanj baju ju wak Pila medei ibaju keac kena senaruk teu teh.,Wak Maria asked for a shirt from Wak Pila because her shirt was wet from the tea which had been spilled.,Wak Maria meminta baju dari Wak Pila kerana bajunya basah terkena tumpahan air teh.
g1b929b20-ebcb-4ccd-aa99-afcc2d4e8e06,kenah,kenah,k,,kata nama,,wife,isteri; bini,Kenah Bah Ali had ibenor.,Bah Ali's wife is very nice.,Isteri Bah Ali sangat baik.
g9954d57e-d3b7-4295-8e81-c4066fcac2b0,kenan,kenan,k,,kata nama,,female animal,binatang yang betina,Pog ikenan ajeh tengah kibekarep.,The mother hen is sitting on her eggs.,Ayam betina itu sedang mengeram.
g69dbf101-48a7-4844-8ffa-49ec6861749b,kenandar,kenandar,k,,kata nama,,axle; a central shaft for a wheel or gear,gandar; sebatang syaf yang dipasang pada roda atau gear,Jehuk Jati bor amen hibeh kenandar medei ilei keras ru tahan liu.,Teak wood is suitable if made into an axle because it is hard and durable.,Kayu Jati sesuai jika dibuat sebagai gandar kerana ianya keras dan tahan lama.
g69dbf101-48a7-4844-8ffa-49ec6861749b,kenandar,kenandar,k,,kata nama,,a yoke of wood of bamboo balanced over a shoulder to load goods at each end,alat dibuat dari kayu atau buluh yang digunakan untuk memikul barang di atas bahu,,,
g27039210-5c6b-4a54-96ea-1634b3b953bc,kenanghu,kenanghu,k,,kata nama,,shouting; exclamation,laungan; jeritan,"""Kenanghu bok mei ku serag ateh?"" amek kitanyaaq nu apak.","""Whose was the shouting coming from the forest?"" mother asked father.","""Laungan siapa itu di hutan sana?"" ibu bertanya kepada bapa."
gfbd433f9-9060-4315-b3d8-be579a6eff8d,,,k,,,,,,,,
g69804cf2-8378-4217-bf37-5204c2ce8500,,,k,,,,,,,,
g6fec055b-bfa9-4161-a71e-516f44cd908f,kenataj,kenataj,k,,kata nama,,scratch,cakaran,Lempak Wak Manje luka ya kenataj kuceg.,Wak Manja's thigh was wounded by cat scratches.,Paha Wak Manja terluka oleh cakaran kucing.
g7ef0cea5-cbf7-463d-a0e5-ed86db146a67,kenawat,kenawat,k,,kata nama,,herd,kawanan,,,
g898b88bd-72cf-4672-a717-7e4685bbace4,,,k,,,,,,,,
gefb74acf-e558-4ee3-9a52-71417d6ed34c,kenayoh,kenayoh,k,,kata nama,,pedal,pengayuh,Meskar de pai bibeli ajeh ikenayoh ya begod.,The pedal of the newly purchased bicycle was broken.,Basikal yang baru dibeli itu pengayuhnya sudah patah.
g716cb82d-b879-448c-a99b-2e60cb18e6ae,kendeh,kendeh,k,,kata keterangan,,from here,dari sini,"""Ju kendeh sanget ajeh naihol,"" Bah Harith kiternyol nu cekgu nong de biguna ya sanget sekulah naijar ju deg sekulah.","""From here the children come out,"" Bah Harith pointed out to the teacher the path that was used by the school children who ran away from school.","""Dari sini kanak-kanak tersebut keluar,"" Bah Harith menunjukkan kepada cikgu jalan yang digunakan oleh kanak-kanak sekolah yang lari dari sekolah."
gc6d4b43f-eed9-4384-b0ed-e7cb64fe05de,kendok lek,kendok lek,k,,kata sifat,,impossible,tidak mungkin,"""Kendok lek kitog iamek, ilei sanget bor,"" Bah Sani pek kipecaya penasal mai de naiurok Bah Gani kitog iamek.","""t is impossible that he would hit his mother, he is a good child,"" Bah Sani did not believe when people said that Bah Gani had hit his mother.","""Tidak mungkin dia memukul ibunya, dia anak yang baik,"" Bah Sani tidak mempercayai pemberitahuan orang yang Bah Gani memukul ibunya."
g499bd57d-2420-4f1c-9562-824633b85a71,kenduri,kenduri,k,,kata nama,,feast; party,kenduri,"""Minggu adeh mong kenduri jekneg mai ku kampug jik, holle,"" Wak Tiara kipasal nu jik.","""This weekend there is a wedding feast in our village, come,"" Wak Tiara told us.","""Hujung minggu ini ada kenduri perkahwinan di kampung kami, datanglah,"" Wak Tiara memberitahu kepada kami."
ga62aea52-83ed-49b0-a422-f709fdecbff1,keneh,keneh,k,,kata nama,,pestle,antan,"""Amek, belok jendek keneh gul batu adeh? Eng ngha-seh lada, apak kaha-cakcak,"" Wak Yati kitanya nu iamek.","""Mother, where did you put the pestle for this stone mortar?"" Wak Yati asked her mother. I want to pound the chili because father wants to eat it, ","""Ibu, dimana ibu meletakkan antan bagi lesung batu ini? Saya mahu menumbuk lada kerana bapa mahu makan,"" Wak Yati bertanya kepada ibunya."
gecc8807b-6cad-47ea-8812-32d6d0215ecf,kenei,kenei,k,,kata seru,,term of address from a woman to her sister-in-law,panggilan oleh perempuan untuk kakak iparnya,"""Kenei, eng hod barang hek,"" pasal amek ha tenek kerdor apak eng.","""Sister-in-law, I want to borrow your stuff,"" my mother told my father's sister.","""Kakak, saya mahu barang kamu"", ibu saya memberitahu kepada kakak bapa saya."
g95a9319e-1620-442b-bd5d-64c15cb58054,keneng,keneng / 1,k,,kata nama,,tree,pokok,"""Eng mong jeoi keneng sempak,"" Bah Rilan kipasal nu ikekawat.","""I have a lot of durian trees,"" Bah Rilan told his friends.","""Saya mempunyai banyak pokok durian,"" Bah Rilan memberitahu kepada kawan-kawannya."
ga063627f-e1a0-4814-9896-f56d410711da,keneng,keneng / 2,k,,kata nama,,mother,ibu; emak,Renes Wak Aira kikas ikeneng.,Wak Aira's face looks like her mother's.,Wajah Wak Aira mirip ibunya.
gc60dcbc2-5686-431e-bb07-de667decae5f,keneng jehuk,keneng jehuk,k,,kata nama,,tree,pokok,Keneng jehuk de kol ajeh kikerlag nong.,The fallen tree blocked the road.,Pokok yang tumbang tersebut menghalang jalan.
g72050ead-898f-420d-9243-043dd7af95a1,,,k,,,,,,,,
gf7de1a24-3955-4f38-8779-1185049c8f88,,,k,,,,,,,,
gc705d65c-1f93-4a64-9e6e-c15ea6377ae5,,,k,,,,,,,,
g26b5d9a0-98ed-4e4c-bb54-3ee7f73f6334,kenglap,kenglap,k,,kata nama,,darkness,kegelapan,,,
gb63357b7-dbe6-471c-83ec-7e623111569f,kengleh,kengleh,k,,kata nama,,door,pintu,Kengleh deg Bah Man bibeh ju papat.,The door of Bah Man's house is made of plywood.,Pintu rumah Bah Man diperbuat dari papan lapis.
g7b57344c-8eef-47fa-b9e7-1913a4831076,kenglem,kenglem,k,,penjodoh bilangan,,classifier for night,bagi malam,Ya nik kenglem Bah Rani pek dapat kibet lina medei ipenghod luka kijer ju mutu.,For three nights Bah Rani could not sleep well because of the pain he had experienced as a result of falling from a motorcycle.,Sudah tiga malam Bah Rani tidak dapat tidur dengan lena kerana kesakitan yang dia alami akibat jatuh dari motosikal.
g1afb45a2-67b3-4e8b-8278-79011fda7a0b,kengler,kengler,k,,kata nama,,parable; proverb; simile,"perumpamaan; sesuatu yang dijadikan contoh untuk perbandingan (mengandungi pengajaran, nasihat tentang sesuatu hal atau perkara) dengan kata-kata yang berlapis dan mempunyai maksud yang tersirat",Mai manah entem jeoi naibeh kengler.,People in ancient times composed many parables.,Orang pada zaman dahulu banyak membuat perumpamaan.
gc4a8ed5a-be34-4aa5-8ae7-e6c02c02bb1e,kengnem,kengnem,k,,kata nama,,public,umum,,,
g1bcc5fe1-85a0-4fad-90ed-ec467e473f2b,,,k,,,,,,,,
g7942c157-6b2e-4ab1-a579-d4439631c917,,,k,,,,,,,,
g783b613e-da0b-4942-8224-58b7fa4b7e6a,kengrit,kengrit,k,,kata nama,,forearm,lengan bawah,"""Kengrit eng nyik medei ngangket jehuk nyeh,"" Bah Ram kipasal nu ikenah.","""My forearm hurts because I lifted a heavy piece of wood,"" Bah Ram told his wife.","""Lengan saya sakit kerana saya mengangkat kayu yang berat,"" Bah Ram memberitahu isterinya."
gaa8db582-7ba1-4673-8a89-19ef9b1f5f1e,kengrog,kengrog,k,,kata kerja,,to rush,bergegas,"Cok adeh binatang de cerdeg, biasajeh naikengrog bile naibakek ha jenang liknai.","Dogs are clever animals, they usually rush to meet their master when they see him.","Anjing adalah binatang yang cerdik, biasanya mereka bergegas bila melihat tuan mereka."
g40b32acd-4ad7-4b21-8e53-702391ceaee6,,,k,,,,,,,,
gef695d3e-251e-4aee-8ceb-f19564d38330,kengwil,kengwil,k,,kata sifat,,left,kiri,Bah Ipin mong bakat kijer ju mutu ku iteg kengwil.,There were scars of falling from the motorcycle on Bah Ipin's left hand.,Terdapat parut jatuh dari motosikal pada tangan kiri Bah Ipin.
g0a3699bb-c70b-4306-a367-5201cfcb98ac,kengyeg,kengyeg,k,,kata nama,,wing,sayap; kepak,Wak Nani kigemar cakcak genureng kengyeg pog.,Wak Nani likes to eat fried chicken wings.,Wak Nani suka memakan kepak ayam goreng.
g82ce9986-485f-4ffb-8750-494ca6a8999b,kenik,kenik,k,,kata nama,,mouse; rat,tikus,"""Apak eng mong kidek kenik,"" Wak Mila kipasal nu jik.","""My father raises rats,"" Wak Mila told us.","""Bapa saya ada membela tikus,"" Wak Mila memberitahu kepada kami."
g40598852-b8d8-40fa-99fc-2011217ca3fe,kening,kening / 1,k,,kata nama,,tree,pokok,Ku ibeg deg Bah Liko mong kening legos.,By Bah Liko's house there is a rambutan tree.,Di tepi rumah Bah Liko terdapat pokok rambutan.
g84584401-0a0b-469b-a53e-c22c82ab622a,kening,kening / 2,k,,kata nama,,mother,ibu; emak; bonda,Kening pog ajeh kiep ikenon jap kelem.,The mother hen protects her chicks under her wings every night.,Ibu ayam tersebut melindungi anak-anaknya di bawah kepaknya pada setiap malam.
g8363e5b1-d9b6-429c-baec-d3579b02c30a,kenirak,kenirak,k,,kata nama,,calculation,pengiraan,"""Kenirak hek adeh pek betol,"" Bah Jan kipasal nu Bah Tam.","""Your calculation is incorrect,"" Bah Jan told Bah Tam.","""Pengiraan kamu ini tidak betul,"" Bah Jan memberitahu kepada Bah Tam."
g6ba70a07-c9fc-47ea-aeb9-d42a831b215e,kenisar,kenisar,k,,kata nama,,grinding,kisaran,,,
gf6b3fe20-851f-490f-96d1-2ba1f3775950,kenjeh,kenjeh,k,,kata keterangan,,from there,dari situ,"""Eng ngbakek hek hahol ju kenjeh, ma habeh nu kateh semak ajeh?"" apak kitanya nu menang eng.","""I saw you come out from there, what were you doing in the bush?"" father asked my younger brother.","""Saya nampak kamu keluar dari situ, apa yang kamu lakukan di semak tersebut?"" bapa bertanya kepada adik saya."
gf03d3865-077d-430c-a19f-5c2e6ba4d860,,,k,,,,,,,,
gaf902ff5-e9b1-4993-851c-928b701de25a,kenjip,kenjip,k,,kata kerja,,to feel; to taste,rasa,"""Menasak lauk sej mengot nek ikenjip gerag,"" amek kipasal nu tenek eng.","""The dish cooked last night tasted salty,"" my mother told my sister.","""Lauk yang dimasak malam tadi saya rasa masin,"" ibu memberitahu kepada kakak saya."
g9b81ff05-a696-47ca-92bd-718995e24c57,kennek,kennek,k,,kata keterangan,,from earlier,dari tadi; sedari tadi,Bah Aril bicereg ya iamek ju kennek tapi kibeh pek panei.,Bah Aril had been called by his mother from earlier but he just ignored it.,Bah Aril dipanggil oleh ibunya dari tadi tetapi dia buat tidak endah.
g4f2ec1be-6288-491d-adb7-13f0d1761c28,kennem,kennem,k,,kata nama,,harvest,tuaian,,,
gc123dbc6-edb5-4b1b-85fc-bee360c086fd,,,k,,,,,,,,
g7e958258-426e-4fe8-894f-11a633eb0e8e,kennyak,kennyak,k,,kata keterangan,,from afar; from a distance,dari kejauhan,"""Ju kennyak eng ya ngkenal hek,"" Bah Mali kipasal nu Bah Kana.","""From a distance I recognized you,"" Bah Mali told Bah Kana.","""Dari kejauhan saya sudah mengenal kamu,"" Bah Mali memberitahu kepada Bah Kana."
g1d996d6a-9c41-4d63-b748-e1993287332c,kenog,kenog,k,,kata nama,,back; behind,belakang,Penglai nyaknik kenog de buleh hibeli ku kedei ajeh tok pek bilulos ya kerajaan.,Back pain medications that can be purchased at grocery stores are not approved by the government.,Ubat sakit belakang yang boleh dibeli di kedai runcit tidak diluluskan oleh kerajaan.
gdba7544a-a820-421e-a107-a1bc28cdde4e,kenon,kenon,k,,kata nama,,child,anak,Bah Atan mong nar urag ikenon.,Bah Atan has two children.,Bah Atan mempunyai dua orang anak.
g4352c5b9-47e5-4430-9187-918b33d4c821,kentah,kentah,k,,kata nama,,"above, top","atas, bahagian atas",,,
g7a3c0913-93f7-4d62-bdb3-64844b35fbdf,kentik,kentik,k,,kata nama,,down; below,bawah,Wak Kila birok ya iamek medei kikutep caknak de ya jer ku kentik.,Wak Kila was scolded by her mother for picking up food that had dropped down.,Wak Kila dimarahi oleh ibunya kerana mengutip makan yang sudah jatuh ke bawah.
g60c3ad80-0694-4a9d-b66c-7a31f3bfa6ab,kentop,kentop,k,,kata sifat,,right (for direction),kanan,Teg kentop Wak Sara kibegod mase kimain bula jaring.,Wak Sara's right hand was broken while playing netball.,Tangan kanan Wak Sara patah ketika bermain bola jaring.
g23848450-3239-4475-947d-07b48b283bd0,,,k,,,,,,,,
gf4c4f1e7-77e1-4861-8e88-199065674ea4,kenun,kenun,k,,kata nama,,child,anak,Bah Pani mong nar urang ikenun kerdor ru numom ikenun keral.,Bah Pani has two daughters and a son.,Bah Pani mempunyai dua orang anak perempuan dan seorang anak lelaki.
g2994aeca-5317-4d59-96e8-39ce9208725f,kenun kak,kenun kak,k,,kata nama,,newly hatched fish; fry,anak ikan,,,
g27c342ad-06fa-40a1-a781-2d1aadc0ed99,kenyet,kenyet,k,,kata kerja,,to remind very recently,teringatkan; mengingatkan; baru ingatkan,Amek kikenyet ha apak hod kot gula.,Mum reminded dad to buy sugar.,Ibu mengingatkan bapa supaya membeli gula.
g350d7ec2-501f-4f12-a8fc-b1dee0e5abc3,kep,kep,k,,kata kerja,,can; to be able to do,dapat; berkeupayaan untuk melakukan sesuatu; sanggup; boleh melakukan ,Duet de yog ku pateu ajeh ya jenuh bikek tapi pek kep lagi.,The money that fell in the river still can not be found even though a though search has already been conducted.,"Duit yang jatuh di sungai itu, masih tak didapatkan lagi walaupun dah puas dicari."
gc5aff106-10da-47f8-8c4a-8c0310584d8c,kepale,kepale,k,,kata nama,,chief; leader,ketua,"""Bah Rilan adeh ikepale, kibetek mabek sanget nu mateu! Naicip ratak liknai sanget, amen engkecelog harok?"" amek kiles ha memenang jik.","""Bah Rilan is the leader, and he brought the children to the river! Those who went to the river are only children, so what if you all drown?"" Mom scolded our younger siblings.","""Bah Rilan ini ketuanya, membawa kanak-kanak ke sungai! Yang pergi ke sungai semuanya kanak-kanak sahaja, jika kalian lemas bagaimana?"" ibu memarahi adik-adik kami."
g818ffdbf-25be-4e15-8c9b-2c3d5a2c9765,kepug,kepug,k,,kata kerja,,to cordon off; to surround something so that it cannot escape; to hinder something so that it cannot leave or escape,kepung; mengelilingi sesuatu supaya tidak terlepas dari kawalan; menghalang sesuatu supaya tidak dapat keluar atau terlepas,"Telas pulis ya naipanei tempat ginei mai jahat ajeh, deg enai ajeh bikepug.","After the police found out where the criminals lived, their house was cordoned off.","Setelah pihak polis mengetahui tempat tinggal para penjahat itu, rumah mereka tersebut dikepung."
gda1e9f68-ab49-415b-bd33-010e2d67d2d7,keputusan,keputusan,k,,kata nama,,decision; result,keputusan,"""Harokleh keputusan SPM hek?"" Wak Sila kitanya nu Bah Gani.","""How is your Malaysian Certificate of Education exam result?"" Wak Sila asked Bah Gani.","""Bagaimana keputusan SPM kamu?"" Wak Sila bertanya kepada Bah Gani."
g73629d11-160d-44f9-b970-e7fbbe0df105,keracai,keracai,k,,kata sifat,,splattered; sprinkled,terpercik,"""Tatak engrak ajeh kipan-simbang lei ilehig keracai nu jik,"" Wak Luni kipasal nu Wak Maya.","""The old man chatted so loudly that his saliva splattered towards us,"" Wak Luni told Wak Maya.","""Lelaki tua itu bersembang dengan sangat kuat sehingga air liurnya terpercik ke arah kami,"" Wak Luni memberitahu kepada Wak Maya."
g34594ed0-e6c0-4480-a2ed-f30e11f5f4f6,keraj,keraj,k,,kata kerja,,to sever; to cut; to cut fabric,potong; gunting; memotong atau menggunting fabrik,"Ajok Tipah kikeraj isog ya ilei, pek pernah kien nu kedei.","Grandmother Tipah cut her own hair, she never had her hair cut at the hair salon.","Nenek Tipah menggunting rambutnya sendiri, dia tidak pernah menggunting rambutnya di kedai rambut."
gb79337a3-d98d-40fe-b824-c3f36ac57a8f,kerajaan,kerajaan,k,,kata nama,,government,kerajaan,"Ku kateh nanek kerajaan, mesti hod mong irakyat ru ipemimpen.","A government, must have its citizens and its leaders.","Di dalam sesebuah kerajaan, mesti mempunyai rakyat dan pemimpinnya."
